ds,yhat,yhat_lower,yhat_upper
2021-12-31,66.65958048794285,57.196207296146554,76.12604106486484
2022-12-31,68.45294695059272,58.512821617123414,78.13567411104863
2023-12-31,70.05831503585736,61.329809797701,80.17244212431568
2024-12-31,76.4509504076224,66.86249594008342,86.38989391606648
2025-12-31,78.43424485479173,68.74033206744647,88.17134264113727
